id,path,type,today
ad76eb8681736a1b36f691ba8ca09e36,news/2020/blm-fall-class,page,https://www.utsa.edu/today/2020/06/story/blm-class-launch-fall-semester.html
ad7c19d481736a1b36f691ba7f8925bd,news/2020/coehd-top-teacher-prep-program,page,https://www.utsa.edu/today/2020/11/story/coehd-recognized-teacher-prep.html
ad76e33f81736a1b36f691baa63d3440,news/2020/k12-learning,page,https://www.utsa.edu/today/2020/07/story/k12-distance-learning-report.html
ad7725d781736a1b36f691baa131a564,news/2020/m-sidury-christiansen,page,https://www.utsa.edu/today/2020/10/story/christitiansen-state-department-tesol-program.html?fbclid=IwAR0vrV_ZLMpcFImbTsHhinfIDMITyhgQ3OWnb_we3yBEyM5pIhuNDARe2YA
ad7abd1d81736a1b36f691ba006d8c74,news/2020/student-awareness-skills,page,https://www.utsa.edu/today/2020/11/story/project-notice.html
ad746a4681736a1b36f691ba5e8a2f39,news/2020/wtd-oct5,page,https://www.utsa.edu/today/2020/06/story/blm-class-launch-fall-semester.html
ad6e5ee181736a1b36f691ba767e23b5,news/2021/mellon-grant,page,https://www.utsa.edu/today/2021/01/story/mellon-grant-support-racial-justice.html
ad712ea181736a1b36f691ba3d05bf44,news/2023/ellen-riojas-clark-endowed-chair,page,https://www.utsa.edu/today/2023/12/story/endowed-chair-named-after-ellen-riojas-clark.html
ad6eea4a81736a1b36f691bab7e34973,news/2023/jasmine-victor-fall2023,page,https://www.utsa.edu/today/2023/11/story/2023-jasmine-victor.html
